iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
DLU,medium_airport,Dali Airport,25.649401,100.319,7050,CN,Xiaguan,yes,,China
DIG,medium_airport,Diqing Airport,27.7936,99.6772,10761,CN,Shangri-La,yes,,China
JHG,medium_airport,Xishuangbanna Gasa Airport,21.9738998413086,100.76000213623,1815,CN,Jinghong,yes,,China
JMJ,medium_airport,Lancang Jingmai Airport,22.415833,99.786389,,CN,Lancang Lahu Autonomous County,yes,,China
LJG,medium_airport,Lijiang Airport,26.6800003052,100.246002197,,CN,Lijiang,yes,,China
LUM,medium_airport,Dehong Mangshi Airport,24.4011,98.5317,2890,CN,Luxi,yes,,China
KMG,large_airport,Kunming Changshui International Airport,25.1019444,102.9291667,6903,CN,Kunming,yes,,China
XMN,large_airport,Xiamen Gaoqi International Airport,24.5440006256104,118.127998352051,59,CN,Xiamen,yes,,China
AQG,medium_airport,Anqing Tianzhushan Airport,30.582199,117.050003,,CN,Anqing,yes,,China
BFU,medium_airport,Bengbu Airport,32.8477333333,117.320244444,100,CN,Bengbu,no,,China
KHN,medium_airport,Nanchang Changbei International Airport,28.8649997711182,115.900001525879,143,CN,Nanchang,yes,,China
FUG,medium_airport,Fuyang Xiguan Airport,32.882157,115.734364,104,CN,"Yingzhou, Fuyang",yes,,China
FOC,large_airport,Fuzhou Changle International Airport,25.9351005554199,119.66300201416,46,CN,Fuzhou,yes,,China
HGH,large_airport,Hangzhou Xiaoshan International Airport,30.2294998168945,120.43399810791,23,CN,Hangzhou,yes,,China
JDZ,medium_airport,Jingdezhen Airport,29.3386001587,117.176002502,112,CN,Jingdezhen,yes,,China
TNA,large_airport,Yaoqiang Airport,36.8572006225586,117.216003417969,76,CN,Jinan,yes,,China
JUZ,medium_airport,Quzhou Airport,28.965799,118.899002,,CN,Quzhou,yes,,China
LCX,medium_airport,Longyan Guanzhishan Airport,25.6746997833,116.747001648,1225,CN,Longyan,yes,,China
HYN,medium_airport,Huangyan Luqiao Airport,28.5622005462646,121.429000854492,,CN,Huangyan,yes,,China
NGB,large_airport,Ningbo Lishe International Airport,29.8267002105713,121.46199798584,13,CN,Ningbo,yes,,China
NKG,large_airport,Nanjing Lukou Airport,31.742000579834,118.861999511719,49,CN,Nanjing,yes,,China
HFE,medium_airport,Hefei Luogang International Airport,31.7800006866455,117.297996520996,108,CN,Hefei,yes,,China
PVG,large_airport,Shanghai Pudong International Airport,31.1434,121.805,13,CN,Shanghai (Pudong),yes,,China
TAO,medium_airport,Liuting Airport,36.2661018372,120.374000549,33,CN,Qingdao,yes,,China
JJN,medium_airport,Quanzhou Jinjiang International Airport,24.7964,118.589996,,CN,Quanzhou,yes,,China
RUG,medium_airport,Rugao Air Base,32.257884979248,120.501655578613,,CN,Rugao,no,,China
RIZ,medium_airport,Rizhao Shanzihe Airport,35.405033,119.324403,121,CN,Rizhao,yes,,China
SHA,large_airport,Shanghai Hongqiao International Airport,31.198104,121.33426,10,CN,Shanghai (Minhang),yes,,China
SZV,medium_airport,Suzhou Guangfu Airport,31.2631,120.401001,,CN,Suzhou,no,,China
TXN,medium_airport,Tunxi International Airport,29.7332992553711,118.255996704102,,CN,Huangshan,yes,,China
WEF,medium_airport,Weifang Airport,36.646702,119.119003,,CN,Weifang,yes,,China
WEH,medium_airport,Weihai Airport,37.1870994567871,122.228996276855,145,CN,Weihai,yes,,China
WHU,medium_airport,Wuhu Air Base,31.3906,118.408997,,CN,Wuhu,no,,China
WUX,medium_airport,Sunan Shuofang International Airport,31.4944000244,120.429000854,24,CN,Wuxi,yes,,China
WUS,medium_airport,Nanping Wuyishan Airport,27.7019,118.000999,614,CN,Wuyishan,yes,,China
WNZ,large_airport,Wenzhou Longwan International Airport,27.912201,120.851997,,CN,Wenzhou,yes,,China
XUZ,medium_airport,Xuzhou Guanyin Airport,34.059056,117.555278,,CN,Xuzhou,yes,,China
YTY,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7,CN,Yangzhou and Taizhou,yes,,China
YIC,medium_airport,Yichun Mingyueshan Airport,27.8025,114.3062,430,CN,Yichun,yes,,China
YIW,medium_airport,Yiwu Airport,29.3446998596,120.031997681,262,CN,Yiwu,yes,,China
NGQ,medium_airport,Ngari Gunsa Airport,32.1,80.0530555556,14022,CN,Shiquanhe,no,,China
AVA,medium_airport,Anshun Huangguoshu Airport,26.260556,105.873333,4812,CN,"Xixiu, Anshun",no,,China
BPX,medium_airport,Qamdo Bangda Airport,30.5536003112793,97.1082992553711,14219,CN,Bangda,yes,,China
BFJ,medium_airport,Bijie Feixiong Airport,27.267066,105.472097,4751,CN,Bijie,yes,,China
CKG,large_airport,Chongqing Jiangbei International Airport,29.7192001342773,106.641998291016,1365,CN,Chongqing,yes,,China
DCY,medium_airport,Daocheng Yading Airport,29.323056,100.053333,14472,CN,Daocheng County,yes,,China
GYS,medium_airport,Guangyuan Airport,32.3911018371582,105.702003479004,,CN,Guangyuan,yes,,China
KWE,large_airport,Longdongbao Airport,26.5384998321533,106.801002502441,3736,CN,Guiyang,yes,,China
JZH,medium_airport,Jiuzhai Huanglong Airport,32.8533333333,103.682222222,11327,CN,Jiuzhaigou,yes,,China
KGT,medium_airport,Kangding Airport,30.142464,101.73872,14042,CN,Kangding,yes,,China
KJH,medium_airport,Kaili Airport,26.972,107.988,3115,CN,Huangping,yes,,China
LXA,medium_airport,Lhasa Gonggar Airport,29.2978000641,90.9119033813,11713,CN,Lhasa,yes,,China
WMT,medium_airport,Zunyi Maotai Airport,27.81638,106.33268,4068,CN,Zunyi,yes,,China
MIG,medium_airport,Mianyang Airport,31.4281005859375,104.740997314453,,CN,Mianyang,yes,,China
HZH,medium_airport,Liping Airport,26.32217,109.1499,1620,CN,Liping,yes,,China
LZY,medium_airport,Nyingchi Airport,29.3033008575439,94.3352966308594,9675,CN,Nyingchi,yes,,China
LPF,medium_airport,Liupanshui Yuezhao Airport,26.609417,104.979,,CN,Liupanshui,yes,,China
TCZ,medium_airport,Tengchong Tuofeng Airport,24.9380555556,98.4858333333,6250,CN,Tengchong,yes,,China
TFU,medium_airport,Chengdu Tianfu International Airport,30.31252,104.441284,1440,CN,"Jianyang, Chengdu",no,,China
CTU,large_airport,Chengdu Shuangliu International Airport,30.5785007476807,103.946998596191,1625,CN,Chengdu,yes,,China
XIC,medium_airport,Xichang Qingshan Airport,27.9890995025635,102.18399810791,5112,CN,Xichang,yes,,China
ACX,medium_airport,Xingyi Airport,25.0863888889,104.959444444,4150,CN,Xingyi,yes,,China
ZYI,medium_airport,Zunyi Xinzhou Airport,27.5895,107.0007,2920,CN,Zunyi,yes,,China
AKU,medium_airport,Aksu Onsu Airport,41.262501,80.291702,3816,CN,Aksu (Onsu),yes,,China
BPL,medium_airport,Bole Alashankou Airport,44.895,82.3,1253,CN,Bole,no,,China
IQM,medium_airport,Qiemo Yudu Airport,38.234516,85.465462,,CN,Qiemo,yes,,China
FYN,medium_airport,Fuyun Koktokay Airport,46.804169,89.512006,3081,CN,Fuyun,yes,,China
HMI,medium_airport,Hami Airport,42.8414,93.669197,2703,CN,Hami,yes,,China
KRL,medium_airport,Korla Airport,41.6977996826172,86.1288986206055,,CN,Korla,yes,,China
KJI,medium_airport,Kanas Airport,48.2223,86.9959,3921,CN,Burqin,yes,,China
NLT,medium_airport,Xinyuan Nalati Airport,43.4318,83.3786,3050,CN,Xinyuan,no,,China
RQA,medium_airport,Ruoqiang Loulan Airport,38.974722,88.008333,2916,CN,Ruoqiang Town,yes,,China
QSZ,medium_airport,Shache Yeerqiang Airport,38.24542,77.056149,4232,CN,Shache,yes,,China
KHG,medium_airport,Kashgar Airport,39.5429000854,76.0199966431,4529,CN,Kashgar,yes,,China
SXJ,medium_airport,Shanshan Airport,42.9117012023926,90.2474975585938,,CN,Shanshan,no,,China
HTN,medium_airport,Hotan Airport,37.038501739502,79.8648986816406,4672,CN,Hotan,yes,,China
TLQ,medium_airport,Turpan Jiaohe Airport,43.0308,89.0987,934,CN,Turpan,no,,China
URC,large_airport,Ürümqi Diwopu International Airport,43.9071006774902,87.4741973876953,2125,CN,Ürümqi,yes,,China
AOG,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,,CN,"Qianshan, Anshan",yes,,China
CGQ,medium_airport,Longjia Airport,43.9962005615,125.684997559,706,CN,Changchun,yes,,China
CNI,medium_airport,Changhai Airport,39.266667,122.666944,80,CN,"Changhai, Dalian",no,,China
CHG,medium_airport,Chaoyang Airport,41.538101,120.434998,568,CN,"Shuangta, Chaoyang",yes,,China
DTU,medium_airport,Wudalianchi Dedu Airport,48.445,126.133,984,CN,Wudalianchi,yes,,China
FYJ,medium_airport,Fuyuan Dongji Aiport,48.197219,134.36298,,CN,Fuyuan,yes,,China
HRB,large_airport,Taiping Airport,45.6234016418457,126.25,457,CN,Harbin,yes,,China
HEK,medium_airport,Heihe Aihui Airport,50.171621,127.308884,1047,CN,"Aihui, Heihe",yes,,China
JMU,medium_airport,Jiamusi Airport,46.8433990479,130.464996338,262,CN,Jiamusi,yes,,China
JSJ,medium_airport,Jiansanjiang Shidi Airport,47.108248,132.65792,,CN,Jiansanjiang,yes,,China
JXA,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760,CN,Jixi,yes,,China
LDS,medium_airport,Lindu Airport,47.7520555556,129.019125,791,CN,Yichun,yes,,China
YUS,medium_airport,Yushu Batang Airport,32.8363888889,97.0363888889,12816,CN,Yushu,no,,China
MDG,medium_airport,Mudanjiang Hailang International Airport,44.5241012573,129.569000244,883,CN,Mudanjiang,yes,,China
OHE,medium_airport,Gu-Lian Airport,52.9127777778,122.43,1836,CN,Mohe,yes,,China
NDG,medium_airport,Qiqihar Sanjiazi Airport,47.2396011352539,123.917999267578,477,CN,Qiqihar,yes,,China
YSQ,medium_airport,Songyuan Chaganhu Airport,44.938114,124.550178,459,CN,Qian Gorlos Mongol Autonomous County,yes,,China
DLC,large_airport,Dalian Zhoushuizi International Airport,38.965698,121.539001,107,CN,"Ganjingzi, Dalian",yes,,China
TNH,medium_airport,Tonghua Sanyuanpu Airport,42.2538888889,125.703333333,1200,CN,Tonghua,yes,,China
SHE,large_airport,Shenyang Taoxian International Airport,41.639801,123.483002,198,CN,"Hunnan, Shenyang",yes,,China
YNJ,medium_airport,Yanji Chaoyangchuan Airport,42.8828010559,129.451004028,624,CN,Yanji,yes,,China
YKH,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,,CN,"Laobian, Yingkou",yes,,China
INU,medium_airport,Nauru International Airport,-0.547458,166.919006,22,NR,Yaren District,yes,,Nauru
BUA,medium_airport,Buka Airport,-5.4223198890686,154.673004150391,11,PG,Buka Island,yes,,Papua New Guinea
CMU,medium_airport,Chimbu Airport,-6.02429008483887,144.970993041992,4974,PG,Kundiawa,yes,,Papua New Guinea
DAU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20,PG,Daru,yes,,Papua New Guinea
GKA,medium_airport,Goroka Airport,-6.08168983459,145.391998291,5282,PG,Goronka,yes,,Papua New Guinea
GUR,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,PG,Gurney,yes,,Papua New Guinea
PNP,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,PG,Popondetta,yes,,Papua New Guinea
HKN,medium_airport,Kimbe Airport,-5.46217012405396,150.404998779297,66,PG,Hoskins,yes,,Papua New Guinea
KMA,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10,PG,Kerema,yes,,Papua New Guinea
KVG,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7,PG,Kavieng,yes,,Papua New Guinea
MAG,medium_airport,Madang Airport,-5.20707988739,145.789001465,20,PG,Madang,yes,,Papua New Guinea
HGU,medium_airport,Mount Hagen Kagamuga Airport,-5.82678985595703,144.296005249023,5388,PG,Mount Hagen,yes,,Papua New Guinea
MDU,medium_airport,Mendi Airport,-6.14774,143.656998,5680,PG,Mendi,yes,,Papua New Guinea
MAS,medium_airport,Momote Airport,-2.06189,147.423996,12,PG,Manus Island,yes,,Papua New Guinea
LAE,medium_airport,Nadzab Airport,-6.569803,146.725977,239,PG,Lae,yes,,Papua New Guinea
POM,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.220001220703,146,PG,Port Moresby,yes,,Papua New Guinea
RAB,medium_airport,Tokua Airport,-4.34046,152.380005,49,PG,Kokopo,yes,,Papua New Guinea
VAI,medium_airport,Vanimo Airport,-2.6926,141.3028,10,PG,Vanimo,yes,,Papua New Guinea
WBM,medium_airport,Wapenamanda Airport,-5.6433,143.895004,5889,PG,Wapenamanda,yes,,Papua New Guinea
WWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,PG,Wewak,yes,,Papua New Guinea
OPU,medium_airport,Balimo Airport,-8.05000019073,142.932998657,51,PG,Balimo,yes,BLI,Papua New Guinea
VMU,medium_airport,Baimuru Airport,-7.49686002731,144.819900513,27,PG,Baimuru,yes,BMU,Papua New Guinea
ZXT,medium_airport,Zabrat Airport,40.4955422161,49.9768066406,36,AZ,Baku,no,,Azerbaijan
GYD,large_airport,Heydar Aliyev International Airport,40.4674987792969,50.0466995239258,10,AZ,Baku,yes,,Azerbaijan
KVD,medium_airport,Ganja International Airport,40.737701,46.3176,1083,AZ,Ganja,yes,,Azerbaijan
NAJ,medium_airport,Nakhchivan Airport,39.1888008117676,45.4584007263184,2863,AZ,Nakhchivan,yes,,Azerbaijan
GBB,medium_airport,Gabala International Airport,40.808617,47.725389,935,AZ,Gabala,yes,,Azerbaijan
ZTU,medium_airport,Zaqatala International Airport,41.557823,46.669464,1279,AZ,Zaqatala,no,,Azerbaijan
BCW,medium_airport,Benguera Island Airport,-21.8533000946045,35.4383010864258,,MZ,Benguera Island,yes,,Mozambique
BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,MZ,Bazaruto Island,no,,Mozambique
BEW,medium_airport,Beira Airport,-19.7964000701904,34.907600402832,33,MZ,Beira,yes,,Mozambique
VPY,medium_airport,Chimoio Airport,-19.1513004302979,33.4290008544922,2287,MZ,Chimoio,yes,,Mozambique
INH,medium_airport,Inhambane Airport,-23.8764,35.408501,30,MZ,Inhambane,yes,,Mozambique
VXC,medium_airport,Lichinga Airport,-13.274,35.2663,4505,MZ,Lichinga,yes,,Mozambique
MPM,large_airport,Maputo Airport,-25.920799,32.572601,145,MZ,Maputo,yes,,Mozambique
MUD,medium_airport,Mueda Airport,-11.6729001998901,39.5630989074707,2789,MZ,Mueda,no,,Mozambique
MZB,medium_airport,Mocímboa da Praia Airport,-11.3618001937866,40.3549003601074,89,MZ,Mocímboa da Praia,no,,Mozambique
APL,medium_airport,Nampula Airport,-15.1056003570557,39.2817993164062,1444,MZ,Nampula,yes,,Mozambique
POL,medium_airport,Pemba Airport,-12.9917621612549,40.5240135192871,331,MZ,Pemba / Porto Amelia,yes,,Mozambique
UEL,medium_airport,Quelimane Airport,-17.8554992675781,36.8690986633301,36,MZ,Quelimane,yes,,Mozambique
TET,medium_airport,Chingozi Airport,-16.1047992706299,33.6402015686035,525,MZ,Tete,yes,,Mozambique
VNX,medium_airport,Vilankulo Airport,-22.0184001922607,35.3133010864258,46,MZ,Vilanculo,yes,,Mozambique
IBL,medium_airport,Indigo Bay Lodge Airport,-21.708,35.452801,20,MZ,Bazaruto Island,no,,Mozambique
JAM,medium_airport,Bezmer Air Base,42.4548988342,26.3521995544,509,BG,Yambol,no,,Bulgaria
BOJ,large_airport,Burgas Airport,42.5695991516113,27.5151996612549,135,BG,Burgas,yes,,Bulgaria
GOZ,medium_airport,Gorna Oryahovitsa Airport,43.1514015197754,25.7129001617432,285,BG,Gorna Oryahovitsa,no,,Bulgaria
PDV,medium_airport,Plovdiv International Airport,42.067799,24.8508,597,BG,Plovdiv,yes,,Bulgaria
SOF,large_airport,Sofia Airport,42.6966934204102,23.4114360809326,1742,BG,Sofia,yes,,Bulgaria
VAR,large_airport,Varna Airport,43.232101,27.8251,230,BG,Varna,yes,,Bulgaria
JEG,medium_airport,Aasiaat Airport,68.7218017578,-52.7846984863,74,GL,Aasiaat,yes,,Greenland
UAK,medium_airport,Narsarsuaq Airport,61.1604995728,-45.4259986877,112,GL,Narsarsuaq,yes,,Greenland
GOH,medium_airport,Godthaab / Nuuk Airport,64.19090271,-51.6781005859,283,GL,Nuuk,yes,,Greenland
SFJ,medium_airport,Kangerlussuaq Airport,67.0122218992,-50.7116031647,165,GL,Kangerlussuaq,yes,,Greenland
JHS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,GL,Sisimiut,yes,,Greenland
THU,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,251,GL,Thule,yes,,Greenland
AEY,medium_airport,Akureyri Airport,65.6600036621094,-18.0727005004883,6,IS,Akureyri,yes,,Iceland
EGS,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.4013996124268,76,IS,Egilsstaðir,yes,,Iceland
HFN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,IS,Höfn,yes,,Iceland
HZK,medium_airport,Húsavík Airport,65.952301,-17.426001,48,IS,Húsavík,yes,,Iceland
IFJ,medium_airport,Ísafjörður Airport,66.0580978393555,-23.1352996826172,8,IS,Ísafjörður,yes,,Iceland
KEF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,IS,Reykjavík,yes,,Iceland
RKV,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48,IS,Reykjavik,yes,,Iceland
SIJ,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10,IS,Siglufjörður,no,,Iceland
VEY,medium_airport,Vestmannaeyjar Airport,63.4243011474609,-20.2789001464844,326,IS,Vestmannaeyjar,no,,Iceland
PRN,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,XK,Prishtina,yes,,Kosovo
VDC,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,BR,Vitória da Conquista,yes,BA0005,Brazil
JJD,medium_airport,Comandante Ariston Pessoa Airport,-2.906425,-40.357338,89,BR,Jijoca de Jericoacoara,yes,CE0003,Brazil
CDJ,medium_airport,Conceição do Araguaia Airport,-8.34835,-49.301498,653,BR,Conceição do Araguaia,no,PA0008,Brazil
ARX,medium_airport,(Duplicate)Aracati Airport,-0.01,-0.01,128,BR,Aracati,yes,,Brazil
AQA,medium_airport,Araraquara Airport,-21.812,-48.132999,2334,BR,Araraquara,yes,SP0012,Brazil
AJU,medium_airport,Santa Maria Airport,-10.984,-37.070301,139,BR,Aracaju,yes,SE0001,Brazil
AFL,medium_airport,Piloto Osvaldo Marques Dias Airport,-9.866389,-56.106298,948,BR,Alta Floresta,yes,MT0003,Brazil
ARU,medium_airport,Araçatuba Airport,-21.141479,-50.424575,1361,BR,Araçatuba,yes,SP0009,Brazil
BEL,large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.379279,-48.476207,54,BR,Belém,yes,PA0001,Brazil
BGX,medium_airport,Comandante Gustavo Kraemer Airport,-31.390499,-54.112202,600,BR,Bagé,no,RS0010,Brazil
PLU,medium_airport,Pampulha - Carlos Drummond de Andrade Airport,-19.8512,-43.9506,2589,BR,Belo Horizonte,no,MG0003,Brazil
BFH,medium_airport,Bacacheri Airport,-25.4051,-49.231998,3057,BR,Curitiba,no,PR0006,Brazil
BSB,large_airport,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,3497,BR,Brasília,yes,DF0001,Brazil
BAT,medium_airport,Chafei Amsei Airport,-20.584499359131,-48.594100952148,1898,BR,Barretos,no,SNBA,Brazil
BVB,medium_airport,Atlas Brasil Cantanhede Airport,2.845855,-60.690944,276,BR,Boa Vista,yes,RR0001,Brazil
BPG,medium_airport,Barra do Garças Airport,-15.861417,-52.389008,1147,BR,Barra do Garças,no,MT0008,Brazil
BZC,medium_airport,Umberto Modiano Airport,-22.770881,-41.96308,10,BR,Cabo Frio,no,RJ0012,Brazil
CAC,medium_airport,Coronel Adalberto Mendes da Silva Airport,-25.000323,-53.501208,2481,BR,Cascavel,yes,PR0005,Brazil
CNF,large_airport,Tancredo Neves International Airport,-19.63571,-43.966928,2721,BR,Belo Horizonte,yes,MG0001,Brazil
CGR,medium_airport,Campo Grande Airport,-20.469998,-54.673988,1833,BR,Campo Grande,yes,MS0001,Brazil
XAP,medium_airport,Serafin Enoss Bertaso Airport,-27.134199,-52.656601,2154,BR,Chapecó,yes,SC0003,Brazil
CLN,medium_airport,Brig. Lysias Augusto Rodrigues Airport,-7.32043981552124,-47.4586982727051,565,BR,Carolina,no,,Brazil
CKS,medium_airport,Carajás Airport,-6.11527776718,-50.0013885498,2064,BR,Parauapebas,yes,,Brazil
CCM,medium_airport,Diomício Freitas Airport,-28.7244434357,-49.4213905334,93,BR,Criciúma,yes,,Brazil
CAW,medium_airport,Bartolomeu Lisandro Airport,-21.698299,-41.301701,57,BR,Campos Dos Goytacazes,yes,RJ0006,Brazil
CMG,medium_airport,Corumbá International Airport,-19.0119438171,-57.6713905334,461,BR,Corumbá,yes,,Brazil
CWB,large_airport,Afonso Pena Airport,-25.5284996033,-49.1758003235,2988,BR,Curitiba,yes,,Brazil
CRQ,medium_airport,Caravelas Airport,-17.6523,-39.253101,36,BR,Caravelas,no,BA0012,Brazil
CXJ,medium_airport,Hugo Cantergiani Regional Airport,-29.1970996857,-51.1875,2472,BR,Caxias Do Sul,yes,,Brazil
CGB,medium_airport,Marechal Rondon Airport,-15.6528997421,-56.1166992188,617,BR,Cuiabá,yes,,Brazil
CZS,medium_airport,Cruzeiro do Sul Airport,-7.59991,-72.769501,637,BR,Cruzeiro Do Sul,yes,AC0002,Brazil
PPB,medium_airport,Presidente Prudente Airport,-22.1751003265,-51.4245986938,1477,BR,Presidente Prudente,yes,,Brazil
MAO,large_airport,Eduardo Gomes International Airport,-3.03861,-60.049702,264,BR,Manaus,yes,,Brazil
JCR,medium_airport,Jacareacanga Airport,-6.2331600189209,-57.7769012451172,323,BR,Jacareacanga,no,,Brazil
IGU,medium_airport,Cataratas International Airport,-25.6002788543701,-54.4850006103516,786,BR,Foz Do Iguaçu,yes,,Brazil
FLN,large_airport,Hercílio Luz International Airport,-27.6702785491943,-48.5525016784668,16,BR,Florianópolis,yes,,Brazil
FEN,medium_airport,Fernando de Noronha Airport,-3.85493,-32.423302,193,BR,Fernando De Noronha,yes,,Brazil
FOR,medium_airport,Pinto Martins International Airport,-3.77628,-38.5326,82,BR,Fortaleza,yes,CE0001,Brazil
GIG,large_airport,Rio Galeão – Tom Jobim International Airport,-22.8099994659,-43.2505569458,28,BR,Rio De Janeiro,yes,,Brazil
GJM,medium_airport,Guajará-Mirim Airport,-10.7863998413086,-65.284797668457,478,BR,Guajará-Mirim,no,,Brazil
GYN,medium_airport,Santa Genoveva Airport,-16.6319999694824,-49.2206993103027,2450,BR,Goiânia,yes,,Brazil
GRU,large_airport,Guarulhos - Governador André Franco Montoro International Airport,-23.4355564117432,-46.4730567932129,2459,BR,São Paulo,yes,,Brazil
GUJ,medium_airport,Guaratinguetá Airport,-22.7915992736816,-45.2047996520996,1761,BR,Guaratinguetá,no,,Brazil
ATM,medium_airport,Altamira Airport,-3.2539100646973,-52.254001617432,369,BR,Altamira,yes,,Brazil
ITA,medium_airport,Itacoatiara Airport,-3.1272599697113,-58.481201171875,142,BR,Itacoatiara,no,,Brazil
ITB,medium_airport,Itaituba Airport,-4.2423400878906,-56.000701904297,110,BR,Itaituba,yes,,Brazil
IOS,medium_airport,Bahia - Jorge Amado Airport,-14.815999984741,-39.033199310303,15,BR,Ilhéus,yes,,Brazil
IPN,medium_airport,Usiminas Airport,-19.470699310303,-42.487598419189,784,BR,Ipatinga,yes,,Brazil
IMP,medium_airport,Prefeito Renato Moreira Airport,-5.53129,-47.459999,432,BR,Imperatriz,yes,,Brazil
JDF,medium_airport,Francisco de Assis Airport,-21.7915000915527,-43.3867988586426,2989,BR,Juiz De Fora,yes,,Brazil
JHF,medium_airport,São Paulo Catarina Executive Airport,-23.426886,-47.165658,2547,BR,São Roque,no,SP1176,Brazil
JPA,medium_airport,Presidente Castro Pinto International Airport,-7.14583301544,-34.9486122131,217,BR,João Pessoa,yes,,Brazil
JOI,medium_airport,Lauro Carneiro de Loyola Airport,-26.2245006561279,-48.7974014282227,15,BR,Joinville,yes,,Brazil
CPV,medium_airport,Presidente João Suassuna Airport,-7.26992,-35.8964,1646,BR,Campina Grande,yes,,Brazil
VCP,medium_airport,Viracopos International Airport,-23.0074005127,-47.1344985962,2170,BR,Campinas,yes,,Brazil
LAJ,medium_airport,Lages Airport,-27.7821006775,-50.28150177,3065,BR,Lages,no,,Brazil
LIP,medium_airport,Lins Airport,-21.663999557495,-49.730499267578,1559,BR,Lins,no,SWXQ,Brazil
LDB,medium_airport,Governador José Richa Airport,-23.3335990906,-51.1301002502,1867,BR,Londrina,yes,,Brazil
LAZ,medium_airport,Bom Jesus da Lapa Airport,-13.2621002197,-43.4081001282,1454,BR,Bom Jesus Da Lapa,no,,Brazil
MAB,medium_airport,João Correa da Rocha Airport,-5.36858987808,-49.1380004883,357,BR,Marabá,yes,,Brazil
MQH,medium_airport,Minaçu Airport,-13.5491,-48.195301,1401,BR,Minaçu,no,SWIQ,Brazil
MEU,medium_airport,Monte Dourado Airport,-0.889839,-52.6022,677,BR,Almeirim,yes,,Brazil
MEA,medium_airport,Macaé Airport,-22.343000412,-41.7659988403,8,BR,Macaé,yes,,Brazil
MGF,medium_airport,Regional de Maringá - Sílvio Name Júnior Airport,-23.47606,-52.016187,1788,BR,Maringá,yes,PR0004,Brazil
MOC,medium_airport,Mário Ribeiro Airport,-16.7068996429,-43.818901062,2191,BR,Montes Claros,yes,,Brazil
MII,medium_airport,Frank Miloye Milenkowichi–Marília State Airport,-22.1968994141,-49.926399231,2122,BR,Marília,yes,,Brazil
PLL,medium_airport,Ponta Pelada Airport,-3.14604,-59.986301,267,BR,Manaus,no,AM9001,Brazil
MCZ,medium_airport,Zumbi dos Palmares Airport,-9.51080989837647,-35.7916984558105,387,BR,Maceió,yes,,Brazil
MCP,medium_airport,Alberto Alcolumbre Airport,0.0506640002131,-51.0722007751,56,BR,Macapá,yes,,Brazil
MVF,medium_airport,Dix-Sept Rosado Airport,-5.2019200325,-37.3642997742,76,BR,Mossoró,no,,Brazil
MNX,medium_airport,Manicoré Airport,-5.8113799095154,-61.278301239014,174,BR,Manicoré,yes,,Brazil
NVT,medium_airport,Ministro Victor Konder International Airport,-26.879999,-48.651402,18,BR,Navegantes,yes,,Brazil
GEL,medium_airport,Santo Ângelo Airport,-28.2817,-54.169102,1056,BR,Santo Ângelo,yes,,Brazil
OYK,medium_airport,Oiapoque Airport,3.85412,-51.797056,53,BR,Oiapoque,no,AP0002,Brazil
POA,medium_airport,Salgado Filho International Airport,-29.994712,-51.166592,11,BR,Porto Alegre,yes,RS0001,Brazil
POO,medium_airport,Poços de Caldas - Embaixador Walther Moreira Salles Airport,-21.842529,-46.569768,4138,BR,Poços De Caldas,no,MG0018,Brazil
PFB,medium_airport,Lauro Kurtz Airport,-28.243976,-52.32777,2380,BR,Passo Fundo,yes,RS0006,Brazil
PMW,medium_airport,Brigadeiro Lysias Rodrigues Airport,-10.2915000916,-48.3569984436,774,BR,Palmas,yes,,Brazil
PET,medium_airport,João Simões Lopes Neto International Airport,-31.718399,-52.327702,59,BR,Pelotas,yes,,Brazil
PNZ,medium_airport,Senador Nilo Coelho Airport,-9.36240959167481,-40.5690994262695,1263,BR,Petrolina,yes,,Brazil
PNB,medium_airport,Porto Nacional Airport,-10.719402,-48.3997,870,BR,Porto Nacional,no,TO0003,Brazil
PMG,medium_airport,Ponta Porã Airport,-22.5496006011963,-55.7025985717773,2156,BR,Ponta Porã,yes,,Brazil
